"V1","V2","V3"
0.188888888888889,-2.31643229016466,-16.8555640155594
0.961111111111111,1.62871926071626,-15.8730866362711
1.07222222222222,5.08083411159966,-14.6540389774263
0.722222222222222,9.04037939244645,-13.610098690848
0.427777777777778,13.845940913679,-11.7824941581012
0.305555555555556,16.8974858446784,-10.3756616657094
0.172222222222222,19.0684202357061,-8.91487056600571
-0.405555555555556,23.3524608758666,-6.84671543178253
-0.727777777777778,26.6439057408047,-5.45927177809087
-0.8,28.1302434305925,-4.07425159262868
-0.85,28.2808053030818,-3.35738780467394
-0.877777777777778,29.7444930024199,-2.14311795680439
-0.9,29.8282029416641,-1.5302679887127
-1.09444444444444,31.1701051374698,-0.798297610861325
-1.25555555555556,32.5257237925459,0.045848637100387
-1.23333333333333,31.4965402493323,0.527141870800347
-1.35555555555556,32.7917603040541,1.03108663785353
-1.37777777777778,33.2524939976826,1.61185301243146
-1.35,31.9068786266991,1.70857539178954
-1.35,31.1850821652213,2.07447124891339
-1.33888888888889,30.4684965515536,2.04688091451616
-1.46111111111111,31.7916994733158,2.75411723398546
-1.37222222222222,31.2578544237324,2.48236667062391
-1.35555555555556,30.8391886290307,2.53582376260731
-1.36111111111111,30.7805429811891,2.80026444800741
-1.33888888888889,30.3811478280139,2.80098622435174
-1.45555555555556,30.5998494217268,3.14193521543789
-1.43333333333333,30.6425206019139,3.30283183493538
-1.41666666666667,30.3157425084124,3.2430921773673
-1.53888888888889,30.2931845689858,3.37418357131191
-1.53888888888889,29.3478099747985,3.47364283750803
-1.4,28.4837698807966,3.1005544502683
-1.42777777777778,27.8753882335315,2.94860513380798
-1.43333333333333,28.3146453524225,2.86053386854713
-1.41111111111111,28.5568094213714,3.34590890226842
-1.32777777777778,27.6743302130037,3.07524405206808
-1.39444444444444,27.0449502622998,3.01818750020943
-1.3,26.5894414838653,3.09301864599521
-1.26666666666667,26.1265004034427,2.95110465618767
-1.26111111111111,26.0026684437111,3.11375569945922
-1.27222222222222,24.739381675544,2.89342197185839
-1.18333333333333,24.406360654675,2.87477290218789
-1.17777777777778,24.5481165911481,3.11200198696372
-1.12222222222222,23.4509592968901,2.66536880509194
-1.16111111111111,23.8629690618894,2.93841339580789
-1.05555555555556,22.8801977732424,2.59164361934861
-1.1,23.3019250511613,2.80476931876739
-1.01111111111111,22.463804936963,2.53310286928569
-1.18333333333333,23.6156108731787,2.98686806284895
-1.13333333333333,22.7730591026052,2.69910013049925
-1.1,22.6393500352039,2.72679649549638
-1.07777777777778,22.2781913352467,2.78169987844384
-1.06111111111111,22.2286801649532,2.80409719238187
-1.02222222222222,21.441552314269,2.70965972950089
-0.955555555555556,21.3674183428343,2.55059238065069
-1.11666666666667,21.8646520275378,2.92806542606709
-0.961111111111111,21.7847884360073,2.88777812665817
-1.03888888888889,21.2373211423081,2.68921656135896
-1.06111111111111,21.1471659014058,2.73980395663692
-1.02777777777778,20.5291667043886,2.8359237114954
-1.03333333333333,20.5907783795704,2.83326275034909
-0.938888888888889,20.2041174247116,2.70012472956455
-0.827777777777778,19.4027753204127,2.2723863549254
-0.827777777777778,19.2879384149568,2.43755344781162
-0.872222222222222,19.7778495428146,2.60967885622733
-0.916666666666667,19.5070242305851,2.60562120019246
-0.833333333333333,19.5061391042783,2.54364036323502
-0.805555555555556,18.5363351157719,2.13408670067329
-0.788888888888889,18.5688808918116,2.06699989183881
-0.761111111111111,18.3564634279382,2.011313858346
-0.844444444444444,18.2515016794437,2.28263959546728
-0.716666666666667,17.9927964086093,2.31499135165004
-0.794444444444444,18.5209495390061,2.46352869173691
-0.738888888888889,17.9823755848137,2.11818113712331
-0.683333333333333,17.6572294012451,2.01535484734891
-0.694444444444444,17.0198596193875,1.96879664646369
-0.65,17.155143084295,2.15006220473213
-0.688888888888889,16.9163588690938,2.1293742100693
-0.65,16.6556735988484,1.97305240505324
-0.722222222222222,16.9677764599074,2.07566942717369
-0.694444444444444,16.5435534835229,2.05636351578929
-0.622222222222222,16.4914105786455,1.72568956094706
-0.577777777777778,16.0191079472886,1.71339500394842
-0.6,15.8679261036856,1.68314689337259
-0.605555555555556,15.8239546041738,1.6573835313214
-0.583333333333333,16.0561292120756,1.7559507033276
-0.627777777777778,15.9989952747863,1.87383034074506
-0.533333333333333,15.70383319268,1.76883942828602
-0.494444444444444,15.3091790070136,1.7474122739639
-0.527777777777778,15.1056564654698,1.68817344140734
-0.455555555555556,14.8169527481803,1.69533565155345
-0.388888888888889,14.6842113735526,1.67014599597331
-0.455555555555556,14.5061039859273,1.97088416310686
-0.444444444444444,14.2569211937283,1.61556911825145
-0.511111111111111,14.1751412178147,1.57120615382545
-0.505555555555556,14.1635214571155,1.51539995977109
-0.511111111111111,13.9730238389545,1.49145822425349
-0.516666666666667,14.0006059216329,1.63124406806195
-0.422222222222222,13.5540382711893,1.53977798274323
-0.438888888888889,13.7185110332788,1.73410712889181
-0.472222222222222,13.7018924810122,1.60677030332554
-0.461111111111111,13.7104307609122,1.66785442232522
-0.422222222222222,13.6619673114035,1.70808986187863
-0.366666666666667,13.5606229124296,1.46922840127937
-0.45,13.6396975149115,1.65369694457999
-0.411111111111111,13.7440659300571,1.60996672341054
-0.4,13.5043515910255,1.6531307588817
-0.394444444444444,13.5110434291127,1.63597075263897
-0.455555555555556,13.7095071235084,1.67502534286506
-0.416666666666667,13.5883644191164,1.60288471458231
-0.411111111111111,13.2150480649908,1.51946882607146
-0.455555555555556,13.3199044958535,1.61462736722071
-0.494444444444444,13.3459980922249,1.67322781634884
-0.494444444444444,13.4233157796508,1.84247364234199
-0.5,13.5078053143547,1.81777760104164
-0.561111111111111,13.4000634062443,1.86766700140981
-0.544444444444444,13.4418074816256,1.93246337200074
-0.461111111111111,13.1716876003161,1.91620101182205
-0.438888888888889,12.9259577752377,1.668463079797
-0.45,13.0910307308843,1.80687030828398
-0.444444444444444,13.003518984496,1.70217432254217
-0.455555555555556,12.7556584270535,1.73467564843031
-0.433333333333333,13.0806378167178,1.97313688445811
-0.433333333333333,13.2407942937538,2.03624333371953
-0.444444444444444,13.2819177464531,2.07527986598884
-0.372222222222222,12.9949721768992,1.95572138103186
-0.383333333333333,12.6325518757863,1.84946763445047
-0.338888888888889,12.6469537369006,1.79561046555882
-0.311111111111111,12.4008448923217,1.58314115091877
-0.255555555555556,12.3670390169864,1.77105835580833
-0.272222222222222,12.3727002051457,1.66395123798507
-0.272222222222222,12.5232629285576,1.69311885023915
-0.216666666666667,11.7085752958757,1.43386380784894
-0.266666666666667,11.8248290320824,1.46388935521209
-0.216666666666667,11.7041162734683,1.46908601882216
-0.216666666666667,11.7755378044223,1.58605684862347
-0.188888888888889,11.3852722186021,1.51020624002048
-0.177777777777778,11.3961811386651,1.50898181985265
-0.183333333333333,11.6252630449442,1.52486788213049
-0.138888888888889,11.3390515068331,1.46874569490888
-0.172222222222222,11.1715210088224,1.48207622578621
-0.172222222222222,11.4571740472292,1.56150910210729
-0.144444444444444,11.4449520282348,1.63526326104451
-0.138888888888889,11.2602193791254,1.50209533861391
-0.205555555555556,11.6494130989499,1.89802013044207
-0.211111111111111,11.5843833853533,1.70015650778295
-0.1,11.2958344952046,1.64497366116119
-0.105555555555556,11.0413550253663,1.5934633163124
-0.0944444444444444,11.089381154178,1.62650459095233
-0.177777777777778,11.4807149445813,1.72057212299716
