"diff","lwr","upr","p adj"
0.323175098918845,0.26297262435725,0.383377573480441,2.40918396343659e-14
0.0415571742942367,-0.0186453002673587,0.101759648855832,0.526604956307537
-0.242834948756487,-0.303037423318082,-0.182632474194891,2.42028619368284e-14
0.2833536807774,0.223151206215805,0.343556155338995,2.40918396343659e-14
0.0404915115331475,-0.019710963028448,0.100693986094743,0.571187132164254
-0.228844343399933,-0.289046817961528,-0.168641868838338,2.52020626589911e-14
0.0119684304248961,-0.0482340441366993,0.0721709049864916,0.999995121598619
-0.481268313205402,-0.541470787766997,-0.421065838643806,2.40918396343659e-14
0.0741398140070499,0.0139373394454545,0.134342288568645,0.00349370799217708
0.799892524753862,0.739690050192266,0.860094999315457,2.40918396343659e-14
-0.511860941937535,-0.57206341649913,-0.451658467375939,2.40918396343659e-14
0.07491964890651,0.0147171743449146,0.135122123468105,0.00295932196134352
1.0250114206493,0.964808946087705,1.0852138952109,2.40918396343659e-14
0.0514064181238076,-0.00879605643778777,0.111608892685403,0.186363725330848
-0.281617924624609,-0.341820399186204,-0.221415450063013,2.40918396343659e-14
-0.566010047675332,-0.626212522236927,-0.505807573113737,2.40918396343659e-14
-0.0398214181414454,-0.100023892703041,0.0203810564201501,0.599195354199154
-0.282683587385698,-0.342886061947293,-0.222481112824102,2.40918396343659e-14
-0.552019442318778,-0.612221916880374,-0.491816967757183,2.40918396343659e-14
-0.311206668493949,-0.371409143055545,-0.251004193932354,2.40918396343659e-14
-0.804443412124247,-0.864645886685842,-0.744240937562652,2.40918396343659e-14
-0.249035284911795,-0.309237759473391,-0.1888328103502,2.40918396343659e-14
0.476717425835016,0.416514951273421,0.536919900396612,2.40918396343659e-14
-0.83503604085638,-0.895238515417975,-0.774833566294784,2.40918396343659e-14
-0.248255450012335,-0.308457924573931,-0.18805297545074,2.40918396343659e-14
0.701836321730455,0.64163384716886,0.76203879629205,2.40918396343659e-14
-0.271768680795038,-0.331971155356633,-0.211566206233442,2.40918396343659e-14
-0.284392123050723,-0.344594597612319,-0.224189648489128,2.40918396343659e-14
0.241796506483163,0.181594031921568,0.301998981044759,2.42028619368284e-14
-0.00106566276108921,-0.0612681373226846,0.0591368118005062,1
-0.27040151769417,-0.330603992255765,-0.210199043132574,2.40918396343659e-14
-0.0295887438693405,-0.0897912184309359,0.0306137306922549,0.928429167197555
-0.522825487499638,-0.583027962061234,-0.462623012938043,2.40918396343659e-14
0.0325826397128133,-0.0276198348487821,0.0927851142744087,0.860901969930232
0.758335350459625,0.698132875898029,0.81853782502122,2.40918396343659e-14
-0.553418116231771,-0.613620590793367,-0.493215641670176,2.40918396343659e-14
0.0333624746122734,-0.026839999949322,0.0935649491738688,0.838704123642966
0.983454246355064,0.923251771793468,1.04365672091666,2.40918396343659e-14
0.00984924382957097,-0.0503532307320244,0.0700517183911664,0.999999603773943
0.526188629533887,0.465986154972291,0.586391104095482,2.40918396343659e-14
0.283326460289634,0.223123985728039,0.34352893485123,2.40918396343659e-14
0.0139906053565537,-0.0462118692050417,0.0741930799181491,0.999965980454179
0.254803379181383,0.194600904619787,0.315005853742978,2.40918396343659e-14
-0.238433364448915,-0.29863583901051,-0.17823088988732,2.43138842392909e-14
0.316974762763537,0.256772288201941,0.377177237325132,2.40918396343659e-14
1.04272747351035,0.982524998948753,1.10292994807194,2.40918396343659e-14
-0.269025993181048,-0.329228467742643,-0.208823518619452,2.40918396343659e-14
0.317754597662997,0.257552123101401,0.377957072224592,2.40918396343659e-14
1.26784636940579,1.20764389484419,1.32804884396738,2.40918396343659e-14
0.294241366880294,0.234038892318699,0.35444384144189,2.40918396343659e-14
-0.242862169244253,-0.303064643805848,-0.182659694682657,2.42028619368284e-14
-0.512198024177333,-0.572400498738928,-0.451995549615738,2.40918396343659e-14
-0.271385250352504,-0.331587724914099,-0.211182775790908,2.40918396343659e-14
-0.764621993982802,-0.824824468544397,-0.704419519421206,2.40918396343659e-14
-0.20921386677035,-0.269416341331945,-0.149011392208755,4.16333634234434e-14
0.516538843976462,0.456336369414866,0.576741318538057,2.40918396343659e-14
-0.795214622714934,-0.85541709727653,-0.735012148153339,2.40918396343659e-14
-0.20843403187089,-0.268636506432485,-0.148231557309295,4.29656310529936e-14
0.7416577398719,0.681455265310305,0.801860214433496,2.40918396343659e-14
-0.231947262653592,-0.292149737215188,-0.171744788091997,2.46469511466785e-14
-0.26933585493308,-0.329538329494676,-0.209133380371485,2.40918396343659e-14
-0.0285230811082513,-0.0887255556698467,0.0316793934533441,0.945779369363589
-0.521759824738549,-0.581962299300145,-0.461557350176954,2.40918396343659e-14
0.0336483024739025,-0.0265541720876929,0.0938507770354979,0.830110059106782
0.759401013220714,0.699198538659119,0.81960348778231,2.40918396343659e-14
-0.552352453470682,-0.612554928032277,-0.492149978909087,2.40918396343659e-14
0.0344281373733626,-0.0257743371882328,0.094630611934958,0.805465010402553
0.984519909116153,0.924317434554558,1.04472238367775,2.40918396343659e-14
0.0109149065906602,-0.0492875679709352,0.0711173811522556,0.999998496276269
0.240812773824829,0.180610299263234,0.301015248386425,2.42028619368284e-14
-0.252423969805469,-0.312626444367064,-0.192221495243873,2.40918396343659e-14
0.302984157406983,0.242781682845388,0.363186631968578,2.40918396343659e-14
1.02873686815379,0.968534393592199,1.08893934271539,2.40918396343659e-14
-0.283016598537602,-0.343219073099197,-0.222814123976006,2.40918396343659e-14
0.303763992306443,0.243561517744848,0.363966466868038,2.40918396343659e-14
1.25385576404923,1.19365328948764,1.31405823861083,2.40918396343659e-14
0.280250761523741,0.220048286962145,0.340453236085336,2.40918396343659e-14
-0.493236743630298,-0.553439218191893,-0.433034269068702,2.40918396343659e-14
0.0621713835821538,0.00196890902055838,0.122373858143749,0.0356973765989698
0.787924094328965,0.72772161976737,0.848126568890561,2.40918396343659e-14
-0.523829372362431,-0.584031846924026,-0.463626897800835,2.40918396343659e-14
0.0629512184816139,0.00274874392001848,0.123153693043209,0.0311165041483146
1.0130429902244,0.952840515662809,1.073245464786,2.40918396343659e-14
0.0394379876989115,-0.0207644868626839,0.0996404622605069,0.615144878240236
0.555408127212452,0.495205652650856,0.615610601774047,2.40918396343659e-14
1.28116083795926,1.22095836339767,1.34136331252086,2.40918396343659e-14
-0.0305926287321329,-0.0907951032937283,0.0296098458294625,0.908934255578878
0.556187962111912,0.495985487550316,0.616390436673507,2.40918396343659e-14
1.5062797338547,1.44607725929311,1.5664822084163,2.40918396343659e-14
0.532674731329209,0.472472256767614,0.592877205890805,2.40918396343659e-14
0.725752710746812,0.665550236185216,0.785955185308407,2.40918396343659e-14
-0.586000755944584,-0.64620323050618,-0.525798281382989,2.40918396343659e-14
0.000779834899460097,-0.0594226396621353,0.0609823094610555,1
0.95087160664225,0.890669132080655,1.01107408120385,2.40918396343659e-14
-0.0227333958832423,-0.0829358704448377,0.0374690786783531,0.992561207727842
-1.3117534666914,-1.37195594125299,-1.2515509921298,2.40918396343659e-14
-0.724972875847351,-0.785175350408947,-0.664770401285756,2.40918396343659e-14
0.225118895895439,0.164916421333843,0.285321370457034,2.59792187762287e-14
-0.748486106630054,-0.808688581191649,-0.688283632068458,2.40918396343659e-14
0.586780590844045,0.526578116282449,0.64698306540564,2.40918396343659e-14
1.53687236258684,1.47666988802524,1.59707483714843,2.40918396343659e-14
0.563267360061342,0.503064885499747,0.623469834622938,2.40918396343659e-14
0.95009177174279,0.889889297181195,1.01029424630439,2.40918396343659e-14
-0.0235132307827024,-0.0837157053442978,0.036689243778893,0.989734235244433
-0.973605002525493,-1.03380747708709,-0.913402527963897,2.40918396343659e-14
